iter	Passed	Remaining
1688	7802	38393
1689	7807	38389
1690	7810	38377
1691	7815	38374
1692	7820	38370
1693	7826	38373
1694	7831	38370
1695	7834	38359
1696	7838	38349
1697	7842	38344
1698	7846	38334
1699	7850	38331
1700	7855	38326
1701	7860	38323
1702	7864	38314
1703	7866	38299
1704	7871	38295
1705	7875	38287
1706	7878	38277
1707	7883	38273
1708	7887	38263
1709	7891	38256
1710	7894	38246
1711	7899	38244
1712	7903	38235
1713	7907	38226
1714	7911	38217
1715	7914	38207
1716	7920	38210
1717	7925	38206
1718	7930	38203
1719	7936	38204
1720	7939	38195
1721	7945	38197
1722	7949	38188
1723	7953	38178
1724	7957	38175
1725	7963	38174
1726	7967	38167
1727	7970	38155
1728	7975	38152
1729	7980	38147
1730	7983	38136
1731	7987	38129
1732	7992	38124
1733	7996	38120
1734	8000	38111
1735	8003	38099
1736	8007	38091
1737	8010	38081
1738	8014	38071
1739	8017	38062
1740	8022	38056
1741	8027	38054
1742	8030	38043
1743	8033	38031
1744	8038	38027
1745	8044	38027
1746	8050	38030
1747	8055	38027
1748	8058	38018
1749	8062	38009
1750	8066	37999
1751	8071	37997
1752	8075	37993
1753	8079	37984
1754	8083	37975
1755	8086	37965
1756	8091	37960
1757	8096	37959
1758	8100	37952
1759	8105	37946
1760	8109	37941
1761	8113	37932
1762	8117	37924
1763	8122	37924
1764	8128	37924
1765	8131	37914
1766	8136	37912
1767	8141	37906
1768	8145	37901
1769	8150	37896
1770	8154	37891
1771	8159	37889
1772	8165	37888
1773	8170	37885
1774	8174	37877
1775	8179	37876
1776	8183	37869
1777	8186	37857
1778	8191	37854
1779	8195	37846
1780	8198	37835
1781	8203	37833
1782	8207	37826
1783	8211	37816
1784	8217	37818
1785	8221	37811
1786	8226	37809
1787	8231	37804
1788	8235	37799
1789	8238	37786
1790	8242	37778
1791	8246	37771
1792	8250	37766
1793	8256	37765
1794	8260	37757
1795	8263	37746
1796	8268	37742
1797	8272	37737
1798	8276	37730
1799	8281	37725
1800	8284	37716
1801	8288	37707
1802	8293	37703
1803	8299	37704
1804	8304	37703
1805	8308	37694
1806	8312	37690
1807	8317	37685
1808	8322	37682
1809	8326	37677
1810	8331	37671
1811	8334	37660
1812	8337	37651
1813	8341	37643
1814	8346	37639
1815	8351	37635
1816	8353	37622
1817	8357	37612
1818	8360	37602
1819	8365	37596
1820	8368	37587
1821	8371	37576
1822	8375	37567
1823	8379	37562
1824	8383	37554
1825	8388	37549
1826	8394	37550
1827	8399	37550
1828	8405	37551
1829	8413	37562
1830	8419	37561
1831	8424	37562
1832	8427	37549
1833	8433	37550
1834	8438	37546
1835	8441	37537
1836	8446	37531
1837	8450	37524
1838	8454	37517
1839	8458	37511
1840	8462	37504
1841	8466	37495
1842	8470	37487
1843	8473	37476
1844	8477	37472
1845	8482	37468
1846	8487	37465
1847	8489	37450
1848	8493	37442
1849	8496	37430
1850	8502	37430
1851	8506	37425
1852	8512	37427
1853	8518	37429
1854	8522	37421
1855	8528	37420
1856	8531	37411
1857	8536	37406
1858	8540	37400
1859	8543	37390
1860	8548	37385
1861	8552	37380
1862	8556	37372
1863	8562	37374
1864	8566	37367
1865	8570	37358
1866	8574	37352
1867	8578	37342
1868	8582	37336
1869	8585	37328
1870	8589	37318
1871	8592	37308
1872	8597	37305
1873	8601	37296
1874	8604	37288
1875	8608	37280
1876	8613	37275
1877	8616	37264
1878	8620	37258
1879	8623	37248
1880	8629	37245
1881	8633	37240
1882	8636	37230
1883	8640	37221
1884	8643	37209
1885	8647	37204
1886	8651	37197
1887	8656	37191
1888	8662	37192
1889	8665	37184
1890	8670	37180
1891	8675	37178
1892	8680	37173
1893	8683	37164
1894	8687	37155
1895	8691	37149
1896	8696	37146
1897	8700	37138
1898	8705	37137
1899	8708	37127
1900	8712	37119
1901	8717	37115
1902	8721	37107
1903	8725	37100
1904	8730	37097
1905	8732	37085
1906	8736	37077
1907	8739	37064
1908	8743	37057
1909	8748	37053
1910	8751	37044
1911	8756	37040
1912	8761	37036
1913	8765	37030
1914	8770	37028
1915	8774	37019
1916	8778	37013
1917	8782	37007
1918	8786	37000
1919	8790	36994
1920	8796	36992
1921	8799	36983
1922	8804	36980
1923	8808	36974
1924	8814	36973
1925	8819	36972
1926	8822	36962
1927	8826	36954
1928	8831	36950
1929	8835	36945
1930	8840	36940
1931	8845	36937
1932	8848	36927
1933	8852	36920
1934	8857	36915
1935	8860	36904
1936	8864	36898
1937	8868	36892
1938	8872	36886
1939	8875	36874
1940	8880	36872
1941	8884	36866
1942	8888	36856
1943	8892	36849
1944	8896	36843
1945	8899	36832
1946	8902	36820
1947	8904	36808
1948	8908	36798
1949	8911	36789
1950	8916	36784
1951	8920	36778
1952	8925	36774
1953	8929	36768
1954	8934	36766
1955	8938	36759
1956	8942	36753
1957	8948	36753
1958	8952	36747
1959	8957	36743
1960	8961	36738
1961	8965	36730
1962	8970	36726
1963	8973	36717
1964	8977	36708
1965	8982	36705
1966	8985	36697
1967	8990	36694
1968	8994	36684
1969	8999	36681
1970	9003	36678
1971	9008	36674
1972	9012	36668
1973	9017	36665
1974	9023	36663
1975	9026	36653
1976	9030	36645
1977	9035	36643
1978	9040	36642
1979	9045	36640
1980	9050	36634
1981	9054	36627
1982	9058	36620
1983	9061	36610
1984	9063	36598
1985	9069	36596
1986	9072	36588
1987	9078	36586
1988	9080	36573
1989	9085	36569
1990	9089	36564
1991	9095	36566
1992	9098	36555
1993	9101	36544
1994	9105	36535
1995	9108	36527
1996	9112	36518
1997	9115	36508
1998	9118	36497
1999	9121	36485
2000	9123	36471
2001	9128	36469
2002	9132	36462
2003	9136	36455
2004	9139	36445
2005	9143	36437
2006	9148	36432
2007	9150	36421
2008	9154	36411
2009	9158	36406
2010	9161	36396
2011	9165	36387
2012	9170	36385
2013	9174	36379
2014	9178	36372
2015	9183	36370
2016	9189	36372
2017	9194	36366
2018	9198	36361
2019	9201	36350
2020	9205	36344
2021	9210	36340
2022	9213	36330
2023	9218	36326
2024	9223	36322
2025	9226	36312
2026	9231	36310
2027	9234	36300
2028	9238	36292
2029	9243	36289
2030	9247	36283
2031	9251	36277
2032	9254	36266
2033	9258	36258
2034	9261	36250
2035	9265	36244
2036	9270	36240
2037	9274	36235
2038	9277	36222
2039	9280	36212
2040	9284	36205
2041	9289	36201
2042	9293	36194
2043	9296	36184
2044	9301	36183
2045	9306	36179
2046	9311	36177
2047	9315	36169
2048	9318	36159
2049	9325	36163
2050	9330	36163
2051	9334	36155
2052	9338	36149
2053	9342	36142
2054	9347	36137
2055	9351	36133
2056	9358	36135
2057	9365	36143
2058	9369	36137
2059	9373	36127
2060	9378	36124
2061	9382	36120
2062	9387	36117
2063	9391	36110
2064	9397	36109
2065	9400	36098
2066	9404	36094
2067	9409	36090
2068	9414	36087
2069	9418	36081
2070	9424	36083
2071	9428	36076
2072	9433	36071
2073	9437	36066
2074	9440	36055
2075	9444	36050
2076	9450	36050
2077	9454	36044
2078	9460	36042
2079	9464	36039
2080	9469	36033
2081	9475	36036
2082	9478	36026
2083	9484	36025
2084	9491	36032
2085	9494	36020
2086	9498	36013
2087	9504	36014
2088	9509	36012
2089	9514	36009
2090	9520	36010
2091	9526	36009
2092	9531	36008
2093	9537	36010
2094	9543	36008
2095	9549	36009
2096	9555	36010
2097	9560	36009
2098	9564	36002
2099	9568	35995
2100	9572	35988
2101	9574	35975
2102	9578	35969
2103	9581	35958
2104	9586	35953
2105	9589	35944
2106	9594	35940
2107	9597	35931
2108	9601	35925
2109	9604	35914
2110	9609	35912
2111	9613	35905
2112	9616	35895
2113	9619	35885
2114	9623	35876
2115	9627	35870
2116	9631	35865
2117	9634	35854
2118	9638	35847
2119	9642	35841
2120	9646	35833
2121	9648	35821
2122	9652	35812
2123	9654	35801
2124	9658	35793
2125	9661	35783
2126	9666	35779
2127	9669	35770
2128	9673	35763
2129	9678	35760
2130	9683	35757
2131	9687	35752
2132	9691	35746
2133	9698	35748
2134	9703	35746
2135	9708	35744
2136	9713	35741
2137	9717	35733
2138	9722	35730
2139	9727	35726
2140	9729	35715
2141	9734	35712
2142	9738	35705
2143	9742	35697
2144	9745	35687
2145	9748	35679
2146	9751	35668
2147	9754	35657
2148	9758	35651
2149	9762	35645
2150	9767	35641
2151	9771	35635
2152	9774	35623
2153	9778	35618
2154	9781	35609
2155	9785	35602
2156	9789	35596
2157	9794	35590
2158	9799	35588
2159	9803	35583
2160	9808	35581
2161	9811	35571
2162	9815	35563
2163	9819	35556
2164	9822	35547
2165	9827	35545
2166	9831	35539
2167	9836	35534
2168	9840	35526
2169	9843	35518
2170	9847	35512
2171	9852	35508
2172	9856	35501
2173	9861	35500
2174	9866	35496
2175	9871	35493
2176	9876	35489
2177	9880	35483
2178	9883	35475
2179	9886	35466
2180	9891	35459
2181	9894	35451
2182	9899	35447
2183	9904	35446
2184	9908	35438
2185	9912	35433
2186	9917	35430
2187	9922	35427
2188	9927	35423
2189	9931	35418
2190	9935	35410
2191	9938	35401
2192	9942	35394
2193	9948	35394
2194	9953	35391
2195	9958	35388
2196	9962	35384
2197	9967	35379
2198	9970	35372
2199	9975	35366
2200	9981	35368
2201	9985	35362
2202	9988	35351
2203	9993	35347
2204	9997	35341
2205	10003	35343
2206	10008	35341
2207	10011	35331
2208	10015	35324
2209	10019	35316
2210	10022	35308
2211	10027	35305
2212	10031	35300
2213	10035	35290
2214	10038	35280
2215	10042	35276
2216	10047	35271
2217	10050	35262
2218	10054	35256
2219	10060	35255
2220	10064	35250
2221	10068	35245
2222	10072	35236
2223	10076	35229
2224	10082	35231
2225	10086	35224
2226	10089	35217
2227	10094	35212
2228	10097	35203
2229	10102	35200
2230	10106	35195
2231	10110	35186
2232	10114	35180
2233	10119	35176
2234	10122	35167
2235	10124	35156
2236	10128	35148
2237	10132	35143
2238	10136	35135
2239	10139	35127
2240	10142	35117
2241	10146	35111
2242	10150	35104
2243	10154	35096
2244	10158	35091
2245	10162	35084
2246	10167	35080
2247	10172	35077
2248	10176	35071
2249	10180	35066
2250	10184	35060
2251	10189	35058
2252	10192	35048
2253	10198	35047
2254	10201	35038
2255	10205	35031
2256	10209	35026
2257	10213	35018
2258	10216	35008
2259	10221	35006
2260	10226	35004
2261	10230	34996
2262	10233	34987
2263	10237	34982
2264	10241	34975
2265	10246	34970
2266	10249	34963
2267	10255	34962
2268	10258	34953
2269	10263	34950
2270	10267	34944
2271	10271	34938
2272	10276	34932
2273	10279	34926
2274	10283	34917
2275	10288	34914
2276	10291	34905
2277	10296	34904
2278	10300	34898
2279	10306	34896
2280	10310	34892
2281	10314	34884
2282	10319	34880
2283	10325	34881
2284	10328	34873
2285	10334	34871
2286	10337	34864
2287	10341	34855
2288	10344	34846
2289	10347	34838
2290	10351	34832
2291	10354	34822
2292	10358	34816
2293	10363	34813
2294	10368	34811
2295	10373	34806
2296	10376	34798
2297	10381	34793
2298	10386	34790
2299	10389	34782
2300	10394	34777
2301	10398	34772
2302	10401	34763
2303	10408	34767
2304	10413	34765
2305	10420	34766
2306	10424	34762
2307	10428	34755
2308	10433	34751
2309	10439	34751
2310	10444	34748
2311	10449	34747
2312	10453	34741
2313	10457	34734
2314	10463	34734
2315	10468	34732
2316	10471	34723
2317	10475	34717
2318	10479	34711
2319	10484	34708
2320	10491	34711
2321	10494	34702
2322	10498	34694
2323	10502	34689
2324	10505	34678
2325	10510	34676
2326	10515	34673
2327	10521	34674
2328	10527	34672
2329	10531	34667
2330	10535	34662
2331	10538	34653
2332	10543	34648
2333	10547	34642
2334	10551	34637
2335	10555	34631
2336	10560	34627
2337	10564	34623
2338	10569	34617
2339	10573	34611
2340	10577	34606
2341	10582	34601
2342	10586	34598
2343	10590	34591
2344	10594	34583
2345	10598	34578
2346	10601	34567
2347	10605	34563
2348	10609	34557
2349	10613	34551
2350	10619	34549
2351	10623	34544
2352	10627	34539
2353	10630	34528
2354	10633	34520
2355	10638	34515
2356	10642	34511
2357	10648	34509
2358	10653	34506
2359	10657	34499
2360	10661	34494
2361	10666	34491
2362	10668	34481
2363	10672	34474
2364	10677	34469
2365	10683	34472
2366	10687	34463
2367	10691	34457
2368	10696	34455
2369	10700	34448
2370	10703	34441
2371	10709	34440
2372	10714	34438
2373	10719	34435
2374	10723	34426
2375	10726	34419
2376	10730	34411
2377	10734	34406
2378	10738	34400
2379	10744	34399
2380	10748	34394
2381	10751	34384
2382	10754	34375
2383	10758	34370
2384	10763	34366
2385	10767	34359
2386	10771	34353
2387	10774	34344
2388	10779	34342
2389	10783	34336
2390	10787	34328
2391	10791	34324
2392	10796	34320
2393	10800	34313
2394	10803	34305
2395	10807	34298
2396	10811	34292
2397	10815	34285
2398	10818	34276
2399	10822	34270
2400	10825	34261
2401	10829	34256
2402	10832	34246
2403	10836	34240
2404	10841	34236
2405	10846	34234
2406	10850	34229
2407	10854	34221
2408	10858	34215
2409	10862	34210
2410	10865	34202
2411	10868	34190
2412	10872	34185
2413	10875	34175
2414	10881	34176
2415	10884	34166
2416	10886	34155
2417	10891	34151
2418	10894	34144
2419	10899	34139
2420	10902	34129
2421	10908	34130
2422	10911	34120
2423	10915	34115
2424	10919	34108
2425	10924	34106
2426	10929	34103
2427	10932	34094
2428	10937	34090
2429	10941	34086
2430	10947	34084
2431	10951	34079
2432	10956	34075
2433	10959	34067
2434	10964	34063
2435	10968	34056
2436	10970	34047
2437	10975	34042
2438	10979	34037
2439	10984	34034
2440	10987	34025
2441	10993	34024
2442	10998	34021
2443	11001	34012
2444	11005	34006
2445	11010	34003
2446	11013	33994
2447	11018	33991
2448	11021	33983
2449	11025	33977
2450	11029	33971
2451	11033	33963
2452	11037	33957
2453	11041	33953
2454	11045	33945
2455	11048	33935
2456	11050	33926
2457	11054	33920
2458	11059	33917
2459	11064	33914
2460	11069	33910
2461	11073	33904
2462	11078	33901
